lang_name,count,year
Hindi,3,1865
Marathi,1,1865
Chinese,2,1865
Phoenician,2,1865
Semitic,4,1865
Vietnamese,2,1865
Cayuga,1,1865
Wyandot,1,1865
Ottoman Turkish,1,1865
Burmese,1,1865
Azerbaijani,1,1865
Gamilaraay,1,1865
Provençal,1,1865
Czech,1,1865
Mayo,1,1865
Proto-Albanian,1,1865
Slavic,2,1865
Romani,1,1865
Punic,1,1865
Gaulish,2,1865
Omaha-Ponca,1,1865
Proto-Mongolic,1,1865
Danish,2,1865
Armenian,1,1865
Min Nan,1,1865
Proto-Polynesian,1,1865
Old Occitan,2,1865
Proto-Austronesian,1,1865
Punjabi,1,1865
Plains Apache,1,1865
Lakota,1,1865
Gothic,1,1865
Lombardic,2,1865
Basque,1,1865
Norman,1,1865
English,846,1866
German,1113,1866
Norse,41,1866
Latin,1082,1866
Anglo-Norman,185,1866
Arabic,21,1866
French,336,1866
Greek,178,1866
Itali,185,1866
Dutch,39,1866
Spanish,25,1866
Classical Nahuatl,4,1866
Irish,22,1866
Celtic,44,1866
Frankish,26,1866
Old Tupi,2,1866
Nahuatl,1,1866
Cornish,1,1866
Khoekhoe,1,1866
Russian,4,1866
Laurentian,2,1866
Akkadian,3,1866
Proto-Brythonic,2,1866
Moore,1,1866
Seneca,1,1866
Sumerian,7,1866
Ojibwe,3,1866
Persian,7,1866
Hebrew,39,1866
Potawatomi,1,1866
Taíno,3,1866
Navajo,1,1866
Portuguese,8,1866
Swedish,2,1866
Saxon,5,1866
Old Welsh,2,1866
Gaelic,2,1866
Choctaw,1,1866
Galician,1,1866
Iranian,6,1866
Miami,1,1866
Serbo-Croatian,1,1866
Algonquin,3,1866
Oneida,2,1866
Aramaic,3,1866
Phoenician,3,1866
Gothic,2,1866
Mohawk,1,1866
Proto-Hellenic,22,1866
Sanskrit,4,1866
Unami,2,1866
Mohegan-Pequot,1,1866
Mandarin,1,1866
Nepali,1,1866
Provençal,1,1866
Norman,1,1866
Japanese,7,1866
Polish,3,1866
Slavic,5,1866
Etruscan,3,1866
Hawaiian,1,1866
Chinese,2,1866
Old Breton,1,1866
Omaha-Ponca,1,1866
Min Nan,1,1866
Guugu Yimidhirr,1,1866
Wyandot,1,1866
Plains Apache,1,1866
Hindi,2,1866
Scots,1,1866
Proto-Turkic,1,1866
Lakota,1,1866
Opata,1,1866
Catalan,1,1866
Semitic,1,1866
Danish,2,1866
Punic,1,1866
Welsh,1,1866
Proto-Algonquian,1,1866
Vietnamese,1,1866
Dakota,1,1866
Proto-Sino-Tibetan,2,1866
Ute,1,1866
Ottoman Turkish,1,1866
Narragansett,1,1866
Quechua,1,1866
Romani,1,1866
Proto-Tibeto-Burman,1,1866
Caribbean Hindustani,1,1866
Daur,1,1866
Lombardic,2,1866
Vandalic,1,1866
Old Polish,1,1866
Bengali,1,1866
Armenian,1,1866
Middle Welsh,1,1866
Gamilaraay,1,1866
Breton,1,1866
Shasta,1,1866
Punjabi,1,1866
Bambara,1,1866
English,910,1867
German,1201,1867
Norse,50,1867
Latin,1173,1867
Anglo-Norman,202,1867
Arabic,22,1867
French,387,1867
Greek,206,1867
Itali,195,1867
Celtic,33,1867
Irish,18,1867
Dutch,29,1867
Classical Nahuatl,3,1867
Old Tupi,1,1867
Spanish,29,1867
Khoekhoe,1,1867
Persian,8,1867
Nahuatl,1,1867
Laurentian,2,1867
Sumerian,6,1867
Choctaw,1,1867
Potawatomi,1,1867
Moore,1,1867
Iranian,8,1867
Luwian,2,1867
Seneca,1,1867
Portuguese,6,1867
Algonquin,4,1867
Lombardic,2,1867
Russian,1,1867
Saxon,6,1867
Hebrew,40,1867
Ojibwe,3,1867
Navajo,2,1867
Omaha-Ponca,1,1867
Japanese,4,1867
Mohawk,1,1867
Miami,2,1867
Oscan,1,1867
Cornish,2,1867
Min Nan,1,1867
Proto-Turkic,2,1867
Proto-Brythonic,3,1867
Hawaiian,1,1867
Proto-Hellenic,24,1867
Lakota,1,1867
Gaelic,4,1867
Galician,3,1867
Frankish,26,1867
Plains Apache,1,1867
Chinese,5,1867
Serbo-Croatian,2,1867
Swedish,3,1867
Taíno,2,1867
Sanskrit,7,1867
Menominee,1,1867
Basque,1,1867
Old Welsh,3,1867
Mohegan-Pequot,1,1867
Norman,1,1867
Breton,1,1867
Akkadian,2,1867
Slavic,6,1867
Polish,1,1867
Armenian,1,1867
Mandarin,2,1867
Old Occitan,1,1867
Etruscan,2,1867
Welsh,3,1867
Ute,1,1867
Cayuga,1,1867
Gothic,2,1867
Egyptian,1,1867
Oneida,1,1867
Quechua,2,1867
Semitic,2,1867
Hindi,4,1867
Caddo,1,1867
Kansa,1,1867
Phoenician,2,1867
Ottoman Turkish,1,1867
Lower Sorbian,1,1867
Ancient Ligurian,1,1867
Franco-Provençal,1,1867
Proto-Sino-Tibetan,1,1867
Vietnamese,2,1867
Korean,1,1867
Proto-Polynesian,2,1867
Proto-Nuclear Polynesian,2,1867
Hungarian,1,1867
Dakota,2,1867
Marshallese,1,1867
Old Breton,1,1867
Unami,2,1867
Iberian,1,1867
Purepecha,1,1867
Danish,1,1867
Aramaic,1,1867
Scots,2,1867
Mi'kmaq,1,1867
Czech,1,1867
Punjabi,1,1867
Wyandot,1,1867
Provençal,1,1867
Mundari,1,1867
English,788,1868
German,1096,1868
Norse,36,1868
Latin,1036,1868
Anglo-Norman,189,1868
Arabic,16,1868
Greek,153,1868
French,307,1868
Itali,176,1868
Irish,15,1868
Persian,9,1868
Seneca,1,1868
Old Tupi,1,1868
Potawatomi,1,1868
Choctaw,1,1868
Ojibwe,2,1868
Dutch,27,1868
Celtic,30,1868
Spanish,13,1868
Oscan,2,1868
Laurentian,2,1868
Serbo-Croatian,1,1868
Miami,1,1868
Proto-Brythonic,2,1868
Swedish,1,1868
Iranian,6,1868
Moore,1,1868
Akkadian,2,1868
Nahuatl,1,1868
Classical Nahuatl,2,1868
Kimbundu,1,1868
Khoekhoe,1,1868
Russian,4,1868
Saxon,6,1868
Algonquin,3,1868
Wyandot,1,1868
Hebrew,34,1868
Sumerian,6,1868
Taíno,4,1868
Navajo,1,1868
Dakota,1,1868
Mohegan-Pequot,1,1868
Mohawk,1,1868
Japanese,11,1868
Gaelic,5,1868
Cornish,1,1868
Portuguese,5,1868
Frankish,23,1868
Proto-Hellenic,20,1868
Gaulish,1,1868
Welsh,2,1868
Sanskrit,11,1868
Lakota,1,1868
Breton,1,1868
Hawaiian,1,1868
Proto-Turkic,3,1868
Menominee,1,1868
Punic,1,1868
Lombardic,1,1868
Slavic,1,1868
Egyptian,2,1868
Czech,1,1868
Catalan,2,1868
Luwian,1,1868
Galician,1,1868
Aramaic,3,1868
Unami,1,1868
Mandarin,3,1868
Oneida,1,1868
Avar,1,1868
Fijian,1,1868
Urdu,1,1868
Semitic,1,1868
Khmer,1,1868
Scots,1,1868
Neapolitan,1,1868
Korean,1,1868
Old Occitan,2,1868
Chibcha,1,1868
Quechua,1,1868
Polish,3,1868
Phoenician,1,1868
Chinese,1,1868
Danish,2,1868
Slovene,1,1868
Proto-Nuclear Polynesian,2,1868
Afrikaans,1,1868
Norwegian,1,1868
Franco-Provençal,1,1868
Plains Apache,1,1868
Vietnamese,2,1868
Proto-Sino-Tibetan,1,1868
Min Nan,1,1868
Powhatan,2,1868
Caribbean Hindustani,1,1868
Hindi,1,1868
Telugu,1,1868
English,915,1869
German,1229,1869
Norse,50,1869
Latin,1154,1869
Anglo-Norman,201,1869
Arabic,19,1869
Greek,213,1869
Itali,199,1869
Dutch,43,1869
French,381,1869
Old Tupi,1,1869
Spanish,19,1869
Choctaw,2,1869
Celtic,35,1869
Potawatomi,1,1869
Persian,8,1869
Khoekhoe,1,1869
Iranian,8,1869
Saxon,7,1869
Cornish,2,1869
Proto-Turkic,3,1869
Taíno,2,1869
Classical Nahuatl,2,1869
Algonquin,3,1869
Miami,2,1869
Akkadian,4,1869
Ojibwe,2,1869
Laurentian,2,1869
Proto-Hellenic,28,1869
Mandarin,2,1869
Seneca,1,1869
Navajo,1,1869
Moore,1,1869
Hebrew,30,1869
Frankish,24,1869
Sumerian,5,1869
Luwian,2,1869
Russian,4,1869
Irish,17,1869
Nahuatl,1,1869
Mohegan-Pequot,1,1869
Proto-Brythonic,3,1869
Gaelic,3,1869
Swedish,1,1869
Portuguese,4,1869
Min Nan,1,1869
Menominee,1,1869
Sanskrit,10,1869
Oscan,1,1869
Welsh,4,1869
Breton,1,1869
Lakota,1,1869
Dakota,1,1869
Scots,1,1869
Mohawk,1,1869
Wyandot,1,1869
Hawaiian,3,1869
Lombardic,1,1869
Slavic,4,1869
Japanese,10,1869
Phoenician,5,1869
Galician,1,1869
Chinese,3,1869
Semitic,2,1869
Norman,1,1869
Hindi,3,1869
Old Occitan,2,1869
Czech,1,1869
Proto-Nuclear Polynesian,2,1869
Kiowa,1,1869
Quechua,3,1869
Basque,2,1869
Malay,3,1869
Unami,2,1869
Ute,1,1869
Omaha-Ponca,1,1869
Aramaic,1,1869
Marathi,1,1869
Ottoman Turkish,1,1869
Mayo,1,1869
Danish,1,1869
Plains Apache,1,1869
Proto-Sino-Tibetan,1,1869
Proto-Dravidian,1,1869
Punic,1,1869
Polish,2,1869
West Flemish,1,1869
Old Welsh,2,1869
Aymara,1,1869
Malayalam,1,1869
Serbo-Croatian,1,1869
Vietnamese,1,1869
Etruscan,1,1869
Walloon,1,1869
Gothic,1,1869
Guugu Yimidhirr,1,1869
Hungarian,1,1869
Caribbean Hindustani,1,1869
Gaulish,1,1869
Onondaga,1,1869
Iberian,1,1869
Provençal,1,1869
Cantonese,1,1869
English,1038,1870
German,1353,1870
Norse,61,1870
Latin,1300,1870
Arabic,22,1870
Anglo-Norman,218,1870
Greek,241,1870
Itali,230,1870
French,436,1870
Dutch,49,1870
Old Tupi,1,1870
Iranian,7,1870
Khoekhoe,1,1870
Spanish,18,1870
Potawatomi,1,1870
Sumerian,9,1870
Seneca,1,1870
Celtic,42,1870
Saxon,6,1870
Cornish,1,1870
Taíno,4,1870
Persian,6,1870
Choctaw,1,1870
Ojibwe,4,1870
Russian,2,1870
Moore,1,1870
Laurentian,2,1870
Akkadian,3,1870
Proto-Brythonic,4,1870
Frankish,32,1870
Hebrew,38,1870
Dakota,2,1870
Mandarin,2,1870
Polish,3,1870
Classical Nahuatl,4,1870
Gaelic,6,1870
Miami,1,1870
Unami,2,1870
Irish,26,1870
Min Nan,2,1870
Sanskrit,7,1870
Fijian,1,1870
Provençal,2,1870
Oscan,1,1870
Nahuatl,1,1870
Swedish,2,1870
Portuguese,2,1870
Japanese,8,1870
Algonquin,2,1870
Aramaic,3,1870
Gothic,3,1870
Ute,1,1870
Serbo-Croatian,1,1870
Hindi,2,1870
Chinese,3,1870
Slavic,6,1870
Wyandot,1,1870
Proto-Hellenic,22,1870
Lombardic,4,1870
Semitic,5,1870
Lakota,1,1870
Plains Apache,1,1870
Mohegan-Pequot,1,1870
Norman,1,1870
Menominee,1,1870
Gwich'in,1,1870
Quechua,2,1870
Iberian,1,1870
Phoenician,2,1870
Old Occitan,2,1870
Hawaiian,1,1870
Caribbean Hindustani,1,1870
Mohawk,1,1870
Vietnamese,3,1870
Gaulish,1,1870
Basque,3,1870
Welsh,3,1870
Old Welsh,1,1870
Hungarian,1,1870
Navajo,1,1870
Galician,1,1870
Proto-Tibeto-Burman,1,1870
Armenian,1,1870
Breton,1,1870
Azerbaijani,1,1870
Cantonese,1,1870
Egyptian,2,1870
Saterland Frisian,1,1870
Danish,2,1870
Cherokee,1,1870
Proto-Algonquian,2,1870
Caddo,1,1870
Bambara,1,1870
Korean,1,1870
Malay,1,1870
Oneida,1,1870
Proto-Turkic,2,1870
Proto-Sino-Tibetan,1,1870
Lombard,1,1870
Old Breton,1,1870
Hokkien,1,1870
Etruscan,1,1870
Proto-Nuclear Polynesian,1,1870
Scots,1,1870
Tamil,1,1870
Narragansett,1,1870
Punjabi,2,1870
Catalan,2,1870
Elamite,1,1870
Bengali,1,1870
English,990,1871
German,1283,1871
Norse,51,1871
Arabic,22,1871
Latin,1306,1871
Anglo-Norman,222,1871
French,412,1871
Celtic,34,1871
Dutch,32,1871
Greek,214,1871
Khoekhoe,1,1871
Itali,227,1871
Oscan,1,1871
Russian,4,1871
Choctaw,2,1871
Old Tupi,1,1871
Potawatomi,1,1871
Moore,1,1871
Irish,18,1871
Vietnamese,3,1871
Cornish,2,1871
Persian,8,1871
Spanish,21,1871
Seneca,1,1871
Taíno,4,1871
Sumerian,4,1871
Iranian,7,1871
Ojibwe,4,1871
Provençal,3,1871
Miami,1,1871
Frankish,28,1871
Old Welsh,1,1871
Swedish,1,1871
Norman,1,1871
Hebrew,33,1871
Nahuatl,1,1871
Laurentian,2,1871
Menominee,1,1871
Ute,1,1871
Galician,1,1871
Mandarin,1,1871
Saxon,6,1871
Hawaiian,2,1871
Proto-Brythonic,5,1871
Japanese,4,1871
Dakota,1,1871
Algonquin,2,1871
Lombardic,3,1871
Lakota,1,1871
Proto-Turkic,4,1871
Proto-Hellenic,26,1871
Mohegan-Pequot,1,1871
Min Nan,1,1871
Portuguese,7,1871
Gaelic,3,1871
Akkadian,3,1871
Hindi,3,1871
Catalan,1,1871
Classical Nahuatl,2,1871
Slavic,5,1871
Navajo,2,1871
Old Occitan,2,1871
Quechua,1,1871
Gaulish,1,1871
Egyptian,2,1871
Serbo-Croatian,1,1871
Proto-Sino-Tibetan,2,1871
Unami,1,1871
Proto-Mongolic,2,1871
Scots,1,1871
Sanskrit,8,1871
Chinese,3,1871
Omaha-Ponca,1,1871
Georgian,1,1871
Polish,3,1871
Danish,1,1871
Gothic,1,1871
Phoenician,3,1871
Czech,1,1871
Welsh,3,1871
Armenian,1,1871
Tibetan,1,1871
Marathi,1,1871
Ottoman Turkish,1,1871
Basque,2,1871
Hungarian,1,1871
Malay,1,1871
Semitic,2,1871
Etruscan,1,1871
Lombard,1,1871
Azerbaijani,1,1871
Romanian,1,1871
Cree,1,1871
Somali,1,1871
English,817,1872
German,1071,1872
Norse,40,1872
Latin,1066,1872
Arabic,17,1872
French,349,1872
Anglo-Norman,171,1872
Greek,166,1872
Itali,179,1872
Russian,3,1872
Dutch,34,1872
Moore,1,1872
Potawatomi,1,1872
Celtic,31,1872
Old Tupi,1,1872
Persian,6,1872
Iranian,5,1872
Khoekhoe,1,1872
Spanish,12,1872
Taíno,3,1872
Sumerian,5,1872
Choctaw,1,1872
Cornish,1,1872
Algonquin,3,1872
Mohegan-Pequot,1,1872
Seneca,1,1872
Japanese,4,1872
Norman,1,1872
Proto-Algonquian,2,1872
Nahuatl,1,1872
Hebrew,28,1872
Miami,2,1872
Proto-Hellenic,21,1872
Classical Nahuatl,2,1872
Laurentian,1,1872
Portuguese,4,1872
Gaelic,3,1872
Lombardic,2,1872
Mandarin,2,1872
Hindi,1,1872
Unami,1,1872
Akkadian,2,1872
Proto-Brythonic,2,1872
Ute,1,1872
Sanskrit,5,1872
Lakota,1,1872
Irish,24,1872
Gaulish,1,1872
Frankish,15,1872
Armenian,1,1872
Swedish,4,1872
Proto-Sino-Tibetan,3,1872
Phoenician,4,1872
Saxon,5,1872
Omaha-Ponca,1,1872
Urdu,1,1872
Avar,1,1872
Proto-Malayo-Polynesian,2,1872
Hungarian,2,1872
Slavic,3,1872
Caribbean Hindustani,1,1872
Min Nan,1,1872
Welsh,3,1872
Old Occitan,2,1872
Iberian,1,1872
Bengali,1,1872
Ancient Ligurian,1,1872
Wyandot,1,1872
Fijian,1,1872
Proto-Austronesian,1,1872
Provençal,3,1872
Egyptian,2,1872
Oscan,1,1872
Polish,2,1872
Proto-Turkic,2,1872
Chinese,2,1872
Mohawk,1,1872
Vietnamese,1,1872
Proto-Tibeto-Burman,1,1872
Basque,1,1872
Onondaga,1,1872
Aramaic,1,1872
Cayuga,1,1872
Navajo,1,1872
Malay,1,1872
Oneida,1,1872
Ojibwe,2,1872
Semitic,1,1872
Hawaiian,1,1872
Danish,1,1872
Menominee,1,1872
Etruscan,1,1872
Czech,1,1872
English,782,1873
German,995,1873
Norse,38,1873
Latin,1054,1873
Anglo-Norman,187,1873
Arabic,20,1873
French,316,1873
Dutch,34,1873
Greek,176,1873
Russian,3,1873
Itali,174,1873
Celtic,29,1873
Moore,1,1873
Potawatomi,1,1873
Seneca,1,1873
Sumerian,5,1873
Miami,1,1873
Oscan,1,1873
Persian,9,1873
Lakota,2,1873
Old Tupi,1,1873
Khoekhoe,1,1873
Irish,17,1873
Mohegan-Pequot,1,1873
Spanish,21,1873
Proto-Brythonic,1,1873
Iranian,5,1873
Ojibwe,3,1873
Old Welsh,1,1873
Hebrew,30,1873
Taíno,3,1873
Portuguese,4,1873
Old Occitan,2,1873
Cornish,1,1873
Gaelic,4,1873
Algonquin,2,1873
Akkadian,6,1873
Swedish,1,1873
Hindi,2,1873
Chinese,3,1873
Proto-Hellenic,24,1873
Norman,3,1873
Polish,1,1873
Dakota,1,1873
Menominee,1,1873
Klamath-Modoc,1,1873
Frankish,19,1873
Laurentian,2,1873
Saxon,4,1873
Choctaw,1,1873
Min Nan,1,1873
Ute,1,1873
Lombardic,2,1873
Welsh,4,1873
Egyptian,2,1873
Japanese,5,1873
Quechua,1,1873
Classical Nahuatl,3,1873
Nahuatl,1,1873
Proto-Turkic,2,1873
Ancient Ligurian,1,1873
Old Breton,1,1873
Sanskrit,9,1873
Unami,1,1873
Slavic,3,1873
Vietnamese,2,1873
Basque,1,1873
Phoenician,1,1873
Hungarian,1,1873
Marathi,1,1873
Omaha-Ponca,1,1873
Hawaiian,1,1873
Mandarin,4,1873
Powhatan,1,1873
Malay,1,1873
Caddo,1,1873
Scots,1,1873
Oneida,2,1873
Proto-Nuclear Polynesian,1,1873
Proto-Algonquian,1,1873
Chibcha,1,1873
Semitic,1,1873
Proto-Sino-Tibetan,1,1873
Proto-Tibeto-Burman,1,1873
Romanian,1,1873
Aramaic,1,1873
Serbo-Croatian,1,1873
Tamil,1,1873
Breton,1,1873
Wyandot,1,1873
West Flemish,1,1873
Shasta,1,1873
Czech,1,1873
Danish,1,1873
Punjabi,1,1873
English,817,1874
German,1008,1874
Latin,1116,1874
Norse,33,1874
Arabic,13,1874
Anglo-Norman,191,1874
Greek,182,1874
French,317,1874
Itali,188,1874
Dutch,26,1874
Sumerian,4,1874
Celtic,30,1874
Romani,1,1874
Persian,6,1874
Frankish,16,1874
Potawatomi,1,1874
Iranian,3,1874
Old Tupi,2,1874
Proto-Brythonic,3,1874
Old Occitan,2,1874
Saxon,6,1874
Spanish,15,1874
Algonquin,2,1874
Hebrew,27,1874
Slavic,5,1874
Swedish,1,1874
Gaelic,5,1874
Sanskrit,10,1874
Khoekhoe,2,1874
Chinese,2,1874
Nahuatl,1,1874
Ojibwe,3,1874
Seneca,1,1874
Hungarian,1,1874
Menominee,1,1874
Proto-Hellenic,23,1874
Moore,1,1874
Unami,1,1874
Russian,4,1874
Irish,21,1874
Wyandot,1,1874
Miami,1,1874
Oscan,1,1874
Classical Nahuatl,1,1874
Proto-Mongolic,1,1874
Akkadian,3,1874
Navajo,1,1874
Phoenician,4,1874
Welsh,3,1874
Hawaiian,1,1874
Hindi,5,1874
Taíno,3,1874
Danish,1,1874
Norman,1,1874
Malayalam,1,1874
Lombardic,1,1874
Balti,1,1874
Fon,1,1874
Caddo,1,1874
Gaulish,2,1874
Ute,1,1874
Plains Apache,1,1874
Dakota,2,1874
Lakota,1,1874
Breton,1,1874
Quechua,1,1874
Middle Welsh,1,1874
Caribbean Hindustani,1,1874
Japanese,2,1874
Aramaic,1,1874
Cornish,1,1874
Mohegan-Pequot,1,1874
Min Nan,1,1874
English,959,1875
German,1315,1875
Norse,39,1875
Latin,1272,1875
Arabic,19,1875
Anglo-Norman,220,1875
French,408,1875
Greek,200,1875
Itali,215,1875
Algonquin,3,1875
Persian,6,1875
Irish,20,1875
Iranian,7,1875
Sumerian,5,1875
Celtic,27,1875
Dutch,34,1875
Seneca,1,1875
Old Tupi,2,1875
Proto-Sino-Tibetan,5,1875
Gothic,4,1875
Spanish,15,1875
Hebrew,32,1875
Frankish,21,1875
Miami,1,1875
Proto-Brythonic,3,1875
Potawatomi,1,1875
Proto-Hellenic,31,1875
Saxon,5,1875
Laurentian,2,1875
Russian,6,1875
Taíno,4,1875
Akkadian,3,1875
Old Occitan,2,1875
Ute,1,1875
Hindi,5,1875
Lakota,1,1875
Slavic,3,1875
Khoekhoe,1,1875
Hungarian,1,1875
Armenian,1,1875
Etruscan,2,1875
Mohegan-Pequot,1,1875
Swedish,1,1875
Menominee,1,1875
Egyptian,1,1875
Translingual,1,1875
Lombardic,1,1875
Hawaiian,1,1875
Phoenician,2,1875
Gaelic,2,1875
Caddo,2,1875
Omaha-Ponca,1,1875
Nahuatl,1,1875
Moore,1,1875
Unami,1,1875
Ojibwe,1,1875
Old Welsh,1,1875
Malay,1,1875
Semitic,3,1875
Kiowa,1,1875
Oneida,1,1875
Japanese,2,1875
Provençal,1,1875
Choctaw,2,1875
Tibetan,1,1875
Punjabi,1,1875
Sanskrit,6,1875
Romani,1,1875
Catalan,1,1875
Bengali,1,1875
Welsh,1,1875
Cornish,1,1875
Creek,1,1875
Northern Sotho,1,1875
Basque,2,1875
Min Nan,2,1875
Classical Nahuatl,1,1875
Chinese,2,1875
Galician,1,1875
Norman,1,1875
Quechua,1,1875
Dakota,1,1875
Mandarin,1,1875
Korean,1,1875
Oscan,1,1875
Wyandot,1,1875
Serbo-Croatian,1,1875
Gaulish,1,1875
Tamil,1,1875
Venetian,1,1875
Proto-Turkic,1,1875
English,1142,1876
German,1475,1876
Norse,64,1876
Latin,1477,1876
Arabic,19,1876
French,465,1876
Anglo-Norman,246,1876
Greek,252,1876
Itali,258,1876
Iranian,4,1876
Dutch,44,1876
Old Tupi,3,1876
Persian,14,1876
Celtic,40,1876
Sumerian,5,1876
Hawaiian,3,1876
Seneca,1,1876
Frankish,35,1876
Potawatomi,1,1876
Hindi,5,1876
Algonquin,3,1876
Akkadian,4,1876
Khoekhoe,1,1876
Hebrew,40,1876
Saxon,6,1876
Laurentian,2,1876
Ojibwe,3,1876
Proto-Sino-Tibetan,3,1876
Polish,3,1876
Taíno,5,1876
Proto-Hellenic,36,1876
Cornish,1,1876
Proto-Brythonic,1,1876
Vietnamese,4,1876
Irish,25,1876
Menominee,1,1876
Oscan,1,1876
Breton,1,1876
Lakota,1,1876
Spanish,14,1876
Swedish,2,1876
Ute,1,1876
Gaelic,2,1876
Slavic,2,1876
Nahuatl,1,1876
Japanese,6,1876
Egyptian,3,1876
Proto-Turkic,3,1876
Portuguese,5,1876
Norman,1,1876
Sanskrit,21,1876
Phoenician,4,1876
Hungarian,1,1876
Etruscan,2,1876
Proto-Mongolic,2,1876
Moore,1,1876
Chinese,3,1876
Kongo,1,1876
Russian,6,1876
Choctaw,1,1876
Unami,1,1876
Lombardic,2,1876
Old Welsh,2,1876
Bengali,1,1876
Venetian,1,1876
Dakota,2,1876
Mandarin,2,1876
Mohegan-Pequot,1,1876
Scots,3,1876
Romani,1,1876
Old Occitan,1,1876
Romanian,1,1876
Danish,3,1876
Bambara,1,1876
Lao,1,1876
Khmer,2,1876
Mohawk,1,1876
Old Javanese,1,1876
Proto-Malayo-Polynesian,1,1876
Semitic,2,1876
Quechua,1,1876
Mundari,1,1876
Welsh,1,1876
Telugu,1,1876
Yoruba,2,1876
West Flemish,2,1876
Lower Sorbian,1,1876
Swahili,1,1876
Opata,1,1876
Middle Welsh,1,1876
Armenian,1,1876
Proto-Algonquian,1,1876
Cantonese,1,1876
Gothic,4,1876
Omaha-Ponca,1,1876
Classical Nahuatl,2,1876
Malay,1,1876
Samoan,1,1876
Proto-Albanian,1,1876
Thai,1,1876
Tibetan,1,1876
Old Breton,1,1876
Proto-Nuclear Polynesian,1,1876
Navajo,1,1876
Miami,1,1876
Aramaic,1,1876
English,1023,1877
German,1382,1877
Norse,47,1877
Latin,1412,1877
Arabic,19,1877
French,461,1877
Anglo-Norman,247,1877
Greek,191,1877
Itali,233,1877
Iranian,5,1877
Old Tupi,2,1877
Algonquin,3,1877
Sumerian,5,1877
Frankish,25,1877
Celtic,39,1877
Dutch,39,1877
Persian,7,1877
Seneca,1,1877
Spanish,14,1877
Hungarian,1,1877
Proto-Turkic,4,1877
Saxon,5,1877
Ojibwe,3,1877
Potawatomi,1,1877
Swedish,3,1877
Hebrew,28,1877
Akkadian,4,1877
Khoekhoe,1,1877
Proto-Hellenic,25,1877
Irish,22,1877
Proto-Brythonic,4,1877
Sanskrit,9,1877
Old Occitan,1,1877
Nahuatl,1,1877
Russian,4,1877
Miami,1,1877
Oscan,1,1877
Hindi,2,1877
Venetian,1,1877
Old Welsh,1,1877
Unami,1,1877
Polish,2,1877
Mandarin,3,1877
Japanese,4,1877
Tibetan,2,1877
Classical Nahuatl,3,1877
Malay,2,1877
Taíno,3,1877
Mundari,2,1877
Slavic,3,1877
Gaelic,2,1877
Phoenician,1,1877
Lakota,1,1877
Kimbundu,1,1877
Danish,5,1877
Wyandot,1,1877
Gothic,2,1877
Norman,2,1877
Laurentian,2,1877
Proto-Sino-Tibetan,4,1877
Serbo-Croatian,1,1877
Egyptian,1,1877
Maori,1,1877
Semitic,2,1877
Scots,1,1877
Aramaic,1,1877
Choctaw,1,1877
Caddo,1,1877
Saterland Frisian,3,1877
Menominee,1,1877
Javanese,1,1877
Provençal,1,1877
Chinese,3,1877
Min Nan,1,1877
Mohegan-Pequot,1,1877
Portuguese,1,1877
Dharug,1,1877
Khmer,1,1877
Gaulish,2,1877
Cantonese,1,1877
Dakota,1,1877
Ute,1,1877
Balti,1,1877
Lombardic,1,1877
Cornish,1,1877
Ottoman Turkish,1,1877
English,1135,1878
German,1486,1878
Norse,61,1878
Latin,1514,1878
French,471,1878
Arabic,26,1878
Anglo-Norman,264,1878
Greek,233,1878
Iranian,8,1878
Itali,240,1878
Dutch,34,1878
Persian,10,1878
Sumerian,7,1878
Old Tupi,2,1878
Akkadian,7,1878
Saxon,6,1878
Proto-Hellenic,33,1878
Potawatomi,1,1878
Celtic,34,1878
Hebrew,28,1878
Seneca,1,1878
Swedish,2,1878
Spanish,17,1878
Frankish,30,1878
Algonquin,4,1878
Proto-Brythonic,4,1878
Laurentian,2,1878
Sanskrit,10,1878
Mandarin,2,1878
Mohegan-Pequot,2,1878
Proto-Turkic,5,1878
Khoekhoe,1,1878
Oscan,1,1878
Malay,2,1878
Ottoman Turkish,1,1878
Irish,34,1878
Gothic,4,1878
Chinese,5,1878
Japanese,2,1878
Gaelic,3,1878
Lakota,1,1878
Ojibwe,2,1878
Lombardic,4,1878
Old Occitan,2,1878
Quechua,3,1878
Choctaw,2,1878
Russian,5,1878
Classical Nahuatl,2,1878
Phoenician,1,1878
Hawaiian,2,1878
Unami,2,1878
Wyandot,1,1878
Slavic,2,1878
Proto-Algonquian,2,1878
Taíno,2,1878
Old Breton,1,1878
Proto-Sino-Tibetan,3,1878
Middle Welsh,1,1878
Old Welsh,1,1878
Norman,1,1878
Polish,2,1878
Bengali,1,1878
Mon,1,1878
Welsh,3,1878
Azerbaijani,1,1878
Menominee,1,1878
Zulu,1,1878
Breton,1,1878
Cornish,1,1878
Punjabi,1,1878
Caribbean Hindustani,1,1878
Mundari,1,1878
Norwegian,1,1878
Thai,1,1878
Mohawk,1,1878
Egyptian,1,1878
Semitic,2,1878
Miami,1,1878
Luwian,1,1878
Portuguese,1,1878
Vietnamese,1,1878
Dakota,1,1878
Etruscan,3,1878
Iberian,1,1878
Min Nan,1,1878
Powhatan,1,1878
Nahuatl,1,1878
Northern Paiute,1,1878
Aramaic,2,1878
Scots,3,1878
Serbo-Croatian,1,1878
Hindi,1,1878
Wiradhuri,1,1878
