count,lang,rel_lang,rel_type
1,English,Zulu,has_prefix
1,English,Zulu,has_prefix_with_root
11,English,Renaissance Latin,derived_from
2,English,Renaissance Latin,borrowed_from
15,English,Maori,derived_from
137,English,Maori,borrowed_from
31,English,Maori,etymologically_related_to
2,English,Maori,calque_of
16,English,Old Spanish,etymologically_related_to
27,English,Old Spanish,derived_from
2,English,Old Spanish,inherited_from
6,English,Algonquin,derived_from
3,English,Algonquin,etymologically_related_to
1,English,Algonquin,borrowed_from
68,English,Korean,etymologically_related_to
181,English,Korean,borrowed_from
36,English,Korean,derived_from
7,English,Korean,compound_of
5,English,Korean,calque_of
66,English,Gaulish,derived_from
17,English,Gaulish,etymologically_related_to
2,English,Old Prussian,etymologically_related_to
4,English,Wyandot,borrowed_from
4,English,Wyandot,derived_from
7,English,Yucatec Maya,etymologically_related_to
4,English,Yucatec Maya,borrowed_from
5,English,Yucatec Maya,derived_from
2,English,Yucatec Maya,compound_of
3,English,Demotic,derived_from
1,English,Demotic,borrowed_from
3,English,Middle Scots,derived_from
1,English,Middle Scots,borrowed_from
5,English,Igbo,derived_from
3,English,Igbo,etymologically_related_to
10,English,Igbo,borrowed_from
22,English,Classical Syriac,derived_from
12,English,Classical Syriac,etymologically_related_to
3,English,Classical Syriac,borrowed_from
19,English,Proto-Algonquian,derived_from
12,English,Proto-Algonquian,etymologically_related_to
10,English,Arawak,derived_from
1,English,Arawak,etymologically_related_to
4,English,Proto-Balto-Slavic,derived_from
11,English,Romani,borrowed_from
25,English,Romani,etymologically_related_to
27,English,Romani,derived_from
3,English,Brazilian Portuguese,derived_from
4,English,Brazilian Portuguese,borrowed_from
3,English,Proto-Arawak,derived_from
11,English,Choctaw,etymologically_related_to
9,English,Choctaw,derived_from
3,English,Choctaw,borrowed_from
12,English,Finnish,etymologically_related_to
55,English,Finnish,borrowed_from
22,English,Finnish,derived_from
1,English,Finnish,calque_of
4,English,Neapolitan,etymologically_related_to
8,English,Neapolitan,derived_from
5,English,Neapolitan,borrowed_from
2,English,Neapolitan,has_affix
72,English,Punjabi,borrowed_from
20,English,Punjabi,derived_from
5,English,Punjabi,etymologically_related_to
3,English,Punjabi,compound_of
19,English,Cree,etymologically_related_to
8,English,Cree,borrowed_from
27,English,Cree,derived_from
1,English,Cree,calque_of
7,English,Inuktitut,etymologically_related_to
19,English,Inuktitut,borrowed_from
19,English,Inuktitut,derived_from
11,English,Middle Irish,etymologically_related_to
19,English,Middle Irish,derived_from
4,English,Middle Irish,borrowed_from
31,English,Mongolian,etymologically_related_to
20,English,Mongolian,derived_from
30,English,Mongolian,borrowed_from
2,English,Mongolian,calque_of
2,English,Mizo,compound_of
5,English,Kannada,etymologically_related_to
8,English,Kannada,borrowed_from
16,English,Kannada,derived_from
8,English,Gujarati,derived_from
6,English,Gujarati,etymologically_related_to
27,English,Gujarati,borrowed_from
6,English,Konkani,borrowed_from
2,English,Konkani,etymologically_related_to
3,English,Mohawk,etymologically_related_to
1,English,Mohawk,derived_from
4,English,Mohawk,borrowed_from
1,English,Dogrib,calque_of
2,English,Dogrib,etymologically_related_to
2,English,Dogrib,borrowed_from
16,English,Proto-Iranian,derived_from
5,English,Proto-Iranian,etymologically_related_to
2,English,Assamese,compound_of
7,English,Assamese,derived_from
14,English,Assamese,borrowed_from
2,English,Assamese,etymologically_related_to
1,English,Assamese,calque_of
4,English,Tahitian,derived_from
3,English,Tahitian,etymologically_related_to
4,English,Tahitian,borrowed_from
4,English,Marathi,etymologically_related_to
13,English,Marathi,derived_from
1,English,Marathi,has_prefix
1,English,Marathi,has_prefix_with_root
35,English,Marathi,borrowed_from
9,English,Yakut,derived_from
1,English,Yakut,borrowed_from
3,English,Pitjantjatjara,etymologically_related_to
3,English,Pitjantjatjara,borrowed_from
1,English,Yankunytjatjara,derived_from
2,English,Yankunytjatjara,compound_of
2,English,Tocharian A,etymologically_related_to
2,English,Tocharian B,etymologically_related_to
1,English,Tocharian B,derived_from
5,English,Wiradhuri,borrowed_from
3,English,Wiradhuri,derived_from
7,English,Bavarian,etymologically_related_to
1,English,Bavarian,derived_from
1,English,Bavarian,borrowed_from
2,English,Nafaanra,etymologically_related_to
2,English,Dutch Low Saxon,derived_from
1,English,Dutch Low Saxon,borrowed_from
1,English,Dutch Low Saxon,etymologically_related_to
1,English,Kildin Sami,etymologically_related_to
1,English,Kildin Sami,derived_from
2,English,Northern Sotho,derived_from
2,English,Northern Sotho,etymologically_related_to
3,English,Sotho,borrowed_from
4,English,Sotho,derived_from
3,English,Sotho,etymologically_related_to
2,English,Proto-Bantu,derived_from
1,English,Proto-Bantu,etymologically_related_to
1,English,Doric Greek,derived_from
2,English,Minaean,etymologically_related_to
6,English,Old Danish,derived_from
2,English,Old Danish,etymologically_related_to
52,English,Norwegian Bokmål,etymologically_related_to
6,English,Norwegian Bokmål,borrowed_from
5,English,Norwegian Bokmål,derived_from
1,English,Norwegian Bokmål,calque_of
25,English,Gothic,derived_from
33,English,Gothic,etymologically_related_to
2,English,Gothic,borrowed_from
4,English,Estonian,derived_from
5,English,Estonian,etymologically_related_to
6,English,Estonian,borrowed_from
2,English,Estonian,compound_of
8,English,Coptic,etymologically_related_to
14,English,Coptic,derived_from
6,English,Coptic,borrowed_from
95,English,Mandarin,derived_from
102,English,Mandarin,borrowed_from
125,English,Mandarin,etymologically_related_to
12,English,Mandarin,calque_of
3,English,Ligurian,etymologically_related_to
3,English,Ligurian,derived_from
1,English,Ligurian,borrowed_from
1,English,Corsican,etymologically_related_to
1,English,Corsican,borrowed_from
1,English,Corsican,derived_from
1,English,Corsican,unadapted_borrowing_from
2,English,Ossetian,derived_from
1,English,Ossetian,borrowed_from
9,English,Northern Kurdish,etymologically_related_to
5,English,Northern Kurdish,borrowed_from
9,English,West Flemish,derived_from
10,English,West Flemish,etymologically_related_to
3,English,West Flemish,borrowed_from
1,English,Chazumba Mixtec,etymologically_related_to
2,English,Proto-Oceanic,derived_from
1,English,Proto-Oceanic,inherited_from
2,English,Hittite,etymologically_related_to
4,English,Hittite,derived_from
1,English,Hittite,learned_borrowing_from
29,English,Middle Chinese,etymologically_related_to
28,English,Middle Chinese,derived_from
4,English,Middle Chinese,compound_of
4,English,Middle Chinese,has_affix
2,English,Andalusian Arabic,etymologically_related_to
12,English,Andalusian Arabic,derived_from
7,English,Manchu,derived_from
7,English,Manchu,borrowed_from
3,English,Manchu,etymologically_related_to
5,English,Narragansett,has_affix
8,English,Narragansett,derived_from
2,English,Narragansett,compound_of
7,English,Narragansett,borrowed_from
5,English,Narragansett,etymologically_related_to
4,English,Walloon,etymologically_related_to
2,English,Walloon,derived_from
2,English,Okinawan,derived_from
4,English,Okinawan,borrowed_from
1,English,Proto-Nuclear Polynesian,inherited_from
1,English,Proto-Nuclear Polynesian,derived_from
1,English,Proto-Inuit,derived_from
2,English,Proto-Eskimo,derived_from
26,English,Norman,etymologically_related_to
11,English,Norman,borrowed_from
26,English,Norman,derived_from
2,English,Norman,has_affix
10,English,Pennsylvania German,borrowed_from
4,English,Pennsylvania German,derived_from
3,English,Pennsylvania German,etymologically_related_to
6,English,Proto-Hellenic,derived_from
2,English,Proto-Hellenic,etymologically_related_to
4,English,Tok Pisin,borrowed_from
2,English,Tok Pisin,derived_from
1,English,Tok Pisin,etymologically_related_to
12,English,Pashto,borrowed_from
3,English,Pashto,etymologically_related_to
10,English,Pashto,derived_from
1,English,Central Kurdish,etymologically_related_to
1,English,Central Kurdish,derived_from
3,English,Central Kurdish,borrowed_from
27,English,Bulgarian,derived_from
34,English,Bulgarian,borrowed_from
5,English,Bulgarian,etymologically_related_to
5,English,Balinese,borrowed_from
7,English,Balinese,derived_from
1,English,Balinese,etymologically_related_to
14,English,Old Welsh,derived_from
6,English,Old Welsh,etymologically_related_to
2,English,Oriya,derived_from
3,English,Oriya,borrowed_from
1,English,Oriya,etymologically_related_to
11,English,Javanese,derived_from
1,English,Javanese,etymologically_related_to
5,English,Javanese,borrowed_from
1,English,Tsafiki,etymologically_related_to
2,English,Uzbek,etymologically_related_to
3,English,Uzbek,derived_from
5,English,Uzbek,borrowed_from
6,English,Kyrgyz,derived_from
2,English,Kyrgyz,etymologically_related_to
6,English,Kyrgyz,borrowed_from
9,English,Proto-Indo-Aryan,derived_from
6,English,Lombard,derived_from
2,English,Lombard,etymologically_related_to
1,English,Lombard,calque_of
26,English,Telugu,derived_from
22,English,Telugu,borrowed_from
2,English,Telugu,compound_of
12,English,Telugu,etymologically_related_to
12,English,Malagasy,derived_from
7,English,Malagasy,etymologically_related_to
6,English,Malagasy,borrowed_from
1,English,Vandalic,etymologically_related_to
3,English,Vandalic,derived_from
1,English,Toki Pona,etymologically_related_to
9,English,Ilocano,etymologically_related_to
2,English,Ilocano,derived_from
3,English,Ilocano,borrowed_from
7,English,Sauraseni Prakrit,derived_from
6,English,Proto-Dravidian,derived_from
2,English,Proto-Dravidian,etymologically_related_to
6,English,Marshallese,derived_from
4,English,Marshallese,borrowed_from
1,English,Marshallese,etymologically_related_to
1,English,Shelta,etymologically_related_to
2,English,Shelta,derived_from
3,English,Shelta,borrowed_from
1,English,Late Babylonian,etymologically_related_to
2,English,Old Marathi,derived_from
7,English,Greenlandic,derived_from
6,English,Greenlandic,borrowed_from
3,English,Greenlandic,etymologically_related_to
3,English,Macedonian,borrowed_from
6,English,Macedonian,etymologically_related_to
1,English,Macedonian,has_prefix
1,English,Macedonian,has_prefix_with_root
2,English,Macedonian,derived_from
13,English,Venetian,derived_from
4,English,Venetian,etymologically_related_to
2,English,Venetian,borrowed_from
13,English,Abenaki,etymologically_related_to
7,English,Abenaki,derived_from
1,English,Abenaki,borrowed_from
1,English,Bikol Central,derived_from
3,English,Bikol Central,borrowed_from
1,English,Chickasaw,derived_from
1,English,Chickasaw,etymologically_related_to
3,English,Hopi,derived_from
8,English,Hopi,borrowed_from
2,English,Hopi,etymologically_related_to
1,English,Hopi,calque_of
2,English,Quenya,etymologically_related_to
15,English,Proto-Turkic,derived_from
7,English,Proto-Turkic,etymologically_related_to
2,English,Proto-Turkic,inherited_from
2,English,Proto-Turkic,has_affix
3,English,Illyrian,derived_from
1,English,Illyrian,etymologically_related_to
14,English,Kazakh,derived_from
11,English,Kazakh,borrowed_from
7,English,Kazakh,etymologically_related_to
114,English,Uyghur,borrowed_from
2,English,Uyghur,etymologically_related_to
4,English,Uyghur,derived_from
8,English,Pali,etymologically_related_to
11,English,Pali,derived_from
61,English,Pali,borrowed_from
1,English,Pali,semantic_loan_of
6,English,Pali,calque_of
1,English,Montagnais,etymologically_related_to
4,English,Montagnais,derived_from
2,English,Cherokee,borrowed_from
5,English,Creek,borrowed_from
2,English,Creek,compound_of
10,English,Creek,derived_from
2,English,Creek,etymologically_related_to
8,English,Galibi Carib,derived_from
3,English,Galibi Carib,borrowed_from
1,English,Galibi Carib,etymologically_related_to
26,English,Cornish,derived_from
23,English,Cornish,etymologically_related_to
9,English,Cornish,borrowed_from
3,English,Maltese,derived_from
6,English,Maltese,etymologically_related_to
10,English,Maltese,borrowed_from
4,English,O'odham,derived_from
2,English,O'odham,etymologically_related_to
5,English,Old Javanese,derived_from
4,English,Chinese Pidgin English,borrowed_from
2,English,Old Cornish,derived_from
1,English,Old Cornish,etymologically_related_to
3,English,Sabir,borrowed_from
1,English,Sabir,derived_from
1,English,Middle Armenian,etymologically_related_to
9,English,Cajun French,borrowed_from
1,English,Cajun French,derived_from
1,English,Cajun French,calque_of
2,English,Proto-Norse,derived_from
1,English,Proto-Norse,inherited_from
2,English,Moksha,derived_from
1,English,Erzya,borrowed_from
1,English,Erzya,derived_from
4,English,Lakota,derived_from
9,English,Lakota,etymologically_related_to
2,English,Lakota,borrowed_from
1,English,Lakota,calque_of
